Id da RUN,Score,Deliveres,steps,seed,status
316,-26,6,173,316,completed
317,-228,6,251,317,completed
318,21,6,178,318,completed
319,30,6,159,319,completed
320,181,6,119,320,completed
321,-6,6,177,321,completed
322,-38,6,183,322,completed
323,-29,6,182,323,completed
324,130,6,153,324,completed
325,-110,6,190,325,completed
326,106,6,143,326,completed
327,-77,6,225,327,completed
328,78,6,151,328,completed
329,43,6,177,329,completed
330,-47,6,200,330,completed
331,93,6,129,331,completed
332,16,6,180,332,completed
333,-263,6,264,333,completed
334,127,6,123,334,completed
335,113,6,140,335,completed
336,-247,6,219,336,completed
337,-112,6,204,337,completed
338,176,6,124,338,completed
339,-133,6,214,339,completed
340,-97,6,211,340,completed
341,28,6,170,341,completed
342,118,6,140,342,completed
343,-191,6,231,343,completed
344,71,6,158,344,completed
345,-59,6,195,345,completed
346,-219,6,222,346,completed
347,-238,6,240,347,completed
348,-22,6,196,348,completed
349,54,6,178,349,completed
350,N/A,N/A,N/A,350,timeout
351,30,6,159,351,completed
352,-132,6,204,352,completed
353,19,6,169,353,completed
354,77,6,129,354,completed
355,-122,6,201,355,completed
356,-72,6,214,356,completed
357,80,6,148,357,completed
358,-8,6,164,358,completed
359,-134,6,192,359,completed
360,-422,6,298,360,completed
361,-284,6,248,361,completed
362,5,6,155,362,completed
363,-160,6,211,363,completed
364,30,6,178,364,completed
365,93,6,135,365,completed
366,-50,6,214,366,completed
367,-37,6,186,367,completed
368,130,6,121,368,completed
369,0,6,150,369,completed
370,-50,6,193,370,completed
371,54,6,150,371,completed
372,39,6,140,372,completed
373,71,6,128,373,completed
374,184,6,116,374,completed
375,113,6,128,375,completed
376,98,6,131,376,completed
377,-179,6,203,377,completed
378,68,6,146,378,completed
379,90,6,148,379,completed
380,-143,6,217,380,completed
381,18,6,196,381,completed
382,63,6,175,382,completed
383,13,6,181,383,completed
384,133,6,112,384,completed
385,38,6,170,385,completed
386,92,6,152,386,completed
387,106,6,127,387,completed
388,-19,6,150,388,completed
389,-121,6,184,389,completed
390,-266,6,256,390,completed
391,96,6,164,391,completed
392,-61,6,173,392,completed
393,-51,6,193,393,completed
394,84,6,174,394,completed
395,92,6,132,395,completed
396,-61,6,182,396,completed
397,48,6,185,397,completed
398,-100,6,207,398,completed
399,13,6,155,399,completed
400,-117,6,195,400,completed
401,38,6,169,401,completed
402,88,6,164,402,completed
403,-84,6,181,403,completed
404,-50,6,203,404,completed
405,46,6,167,405,completed
406,-187,6,210,406,completed
407,-115,6,219,407,completed
408,161,6,112,408,completed
409,-34,6,174,409,completed
410,132,6,128,410,completed
411,-53,6,188,411,completed
412,44,6,171,412,completed
413,-69,6,191,413,completed
414,-95,6,196,414,completed
415,-160,6,223,415,completed
416,-41,6,174,416,completed
417,18,6,158,417,completed
418,54,6,182,418,completed
419,132,6,161,419,completed
420,83,6,139,420,completed
421,-104,6,224,421,completed
422,184,6,116,422,completed
423,-156,6,214,423,completed
424,-179,6,245,424,completed
425,46,6,162,425,completed
426,-9,6,186,426,completed
427,51,6,167,427,completed
428,33,6,171,428,completed
429,15,6,188,429,completed
430,-198,6,249,430,completed
431,32,6,157,431,completed
432,51,6,151,432,completed
433,-83,6,193,433,completed
434,40,6,165,434,completed
435,113,6,138,435,completed
436,-213,6,233,436,completed
437,49,6,158,437,completed
438,179,6,121,438,completed
439,-59,6,201,439,completed
440,91,6,137,440,completed
441,10,6,156,441,completed
442,133,6,138,442,completed
443,113,6,138,443,completed
444,43,6,156,444,completed
445,23,6,156,445,completed
446,123,6,145,446,completed
